street_address,bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,price,interest_level
169 East 101st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169 East 117th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169 East 91st Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
169 Irving Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169 Jefferson St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169 Lexington Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1691 2nd Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1691 Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1694 Park Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17 Battery Place,5,5,5,5,5,5,5,5,5,5,5,5,5,5
17 Broadway Terrace,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17 Central Park W,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17 Devoe St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17 E 67 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17 E 67th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17 E 67th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17 East 67th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
17 Greenwich Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17 Greenwich Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17 Greenwich Avenue,18,18,18,18,18,18,18,18,18,18,18,18,18,18
17 Kingsland Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17 Saint Mark's Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17 Saint Marks Place,8,8,8,8,8,8,8,8,8,8,8,8,8,8
17 St Marks Place,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17 W 103 St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17 W 103rd St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17 West 103rd Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
17 West 17th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17 saint mark's place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17-11 Himrod St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
17-19 Bleecker Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17-19 Vermilyea Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17-30 Greene Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 28th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 Amsterdam,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 Amsterdam Ave,28,28,28,28,28,28,28,28,28,28,28,28,28,28
170 Amsterdam Avenue,20,20,20,20,20,20,20,20,20,20,20,20,20,20
170 Amsterdam ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
170 Avenue B,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 Delancey Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 E 2nd St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
170 E 2nd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 E 2nd Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
170 E 4th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"170 E 81st St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 E 83 St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
170 E 90th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
170 East 118th st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 East 18th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 East 2nd Street,19,19,19,19,19,19,19,19,19,19,19,19,19,19
170 East 4th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
170 East End Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 Suydam Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 Thompson St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
170 Thompson St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
170 Thompson Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
170 W 83 St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
170 West 74th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
170 West 78th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 West 83rd Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
170 east 4th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170 new york ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
170-172 Spring Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1700 York Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1702 Caton Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1703 Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1705 First Avenue,6,6,6,6,6,6,6,6,6,6,6,6,6,6
1705 Lexington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1706 Lexington Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1707  President Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1708 Lexington Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1709 Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171   east 102nd st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 13th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 15th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 15th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 15th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
171 E 101 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 E 74 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 E 81 Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
171 E 81st St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 E 83rd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 E 88 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
171 E 89,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 E 89 St,13,13,13,13,13,13,13,13,13,13,13,13,13,13
171 E 89 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
171 E 89 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 E 89th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 E 90 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
171 E 90th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 E 90th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 East 101st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 East 102nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 East 117th Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
171 East 117th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 East 81st Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
171 East 83 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 East 83rd,3,3,3,3,3,3,3,3,3,3,3,3,3,3
171 East 83rd Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
171 East 88th Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
171 East 89TH Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 East 89th Street,9,9,9,9,9,9,9,9,9,9,9,9,9,9
171 East 90TH Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 East 90th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
171 Hancock,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 Hancock Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 Mulberry Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 North 10th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 SACKETT ST,1,1,1,1,1,1,1,1,1,1,1,1,1,1
171 West 4th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1710 Caton Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1711 Lexington Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"1711 Lexington Ave, New York, NY 10029",1,1,1,1,1,1,1,1,1,1,1,1,1,1
1712 Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1713 Beverley Rd.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1713 Beverley Road,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1717 Lexington Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1719 Dean Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172 E 7th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172 East 82nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172 Mulberry St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172 Mulberry St ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172 Mulberry Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
172 Norman Avenue,5,5,5,5,5,5,5,5,5,5,5,5,5,5
172 Spring St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
172 Spring St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172 Spring Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
172 Thompson St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
172 Thompson St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
172 Thompson Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
172 east 7th st ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1720 Palmetto Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1724 8th AVenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1724 Amsterdam Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1724 Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1728 Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
173 E 101 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
173 East 101st Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
173 Knickerbocker Avenue,5,5,5,5,5,5,5,5,5,5,5,5,5,5
173 Ludlow Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
173 West 133rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1731 2nd Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1731 Second Avenue,27,27,27,27,27,27,27,27,27,27,27,27,27,27
1735 YORK Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1735 York Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1735 York Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1735 York Avenue,12,12,12,12,12,12,12,12,12,12,12,12,12,12
1735 second avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1737 York Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
174 E 2nd St,3,3,3,3,3,3,3,3,3,3,3,3,3,3
174 Hoyt Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
174 Thompson St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
174 Thompson St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
174 Thompson Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
174 W 137 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
174 W. 72nd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
174 West 137th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
174 West 137th Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
174 kosciuszko street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
174 thompson ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1740 Carroll St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1742 Second Avenue #3s,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1743 1 Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1743 First Ave #5C,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1743 First Avenue,5,5,5,5,5,5,5,5,5,5,5,5,5,5
1744 First Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1744 Union St Brooklyn, NY 11216",1,1,1,1,1,1,1,1,1,1,1,1,1,1
1746 Union St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1746 Union Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1746 union street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 E 91 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 E 96,2,2,2,2,2,2,2,2,2,2,2,2,2,2
175 E 96 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 E 96 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
175 E 96th St.,14,14,14,14,14,14,14,14,14,14,14,14,14,14
175 East 90th,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 East 90th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
175 East 96TH Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 East 96th Street,7,7,7,7,7,7,7,7,7,7,7,7,7,7
175 Kent Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
175 Kent Ave.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
175 Kent Avenue,13,13,13,13,13,13,13,13,13,13,13,13,13,13
175 Lexington Avenue,8,8,8,8,8,8,8,8,8,8,8,8,8,8
175 Orchard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 SPENCER ST,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 W 60 St,5,5,5,5,5,5,5,5,5,5,5,5,5,5
175 W 60th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 W 60th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 W 81 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 W 87 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 W 87 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 W. 60th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 West 107th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 West 60th Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
175 West 90th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
175 West 90th Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
175 west 60th Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
175-39 Dalny Rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1750 First Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1751 2nd Avenue,15,15,15,15,15,15,15,15,15,15,15,15,15,15
1751 2nd Avenue ,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1751 Second Avenue,25,25,25,25,25,25,25,25,25,25,25,25,25,25
1751-1763 2 Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1751-1763 2 Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1752 Dean St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1752 Dean Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1754 Second Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1755 YORK Avenue,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1755 York Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1755 York Ave.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1755 York Avenue,14,14,14,14,14,14,14,14,14,14,14,14,14,14
1755 york,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176  E 3rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 E 3 St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
176 E 3rd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 E 81st St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 E 88nd St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 East 3rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 East 81st Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 East Third Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 Johnson Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"176 Presidents lane,Quincy,MA",1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 Rivington Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
176 THOMPSON ST ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 THOMPSON Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 Thompson St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
176 Thompson Street,8,8,8,8,8,8,8,8,8,8,8,8,8,8
176 W Houston St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 W Houston Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
176 West 225 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 West Houston,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 West Houston Street,10,10,10,10,10,10,10,10,10,10,10,10,10,10
"176 West Houston Street, #22",1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 West Houston st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 West Houston street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 ainslie st,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 lincoln place ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176 west Houston ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1760  FIRST  AVENUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1760 1st Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1762 Dean Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1762 First Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1762 First Avenue,9,9,9,9,9,9,9,9,9,9,9,9,9,9
1764  First Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1764 First Avenue,10,10,10,10,10,10,10,10,10,10,10,10,10,10
177 16th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177 CONCORD STREET,2,2,2,2,2,2,2,2,2,2,2,2,2,2
177 Chryrtie Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177 Chrystie St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177 E 75 Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
177 Ludlow Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
177 Mulberry Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
177 New York Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177 lexington avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1770 Broadway,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1771 1st Ave,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1771 1st Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1771 1st avenue ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1771 First Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1771 First Avenue,10,10,10,10,10,10,10,10,10,10,10,10,10,10
1773 1st Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1773 First Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1773 First Avenue,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1775 Clay Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1775 YORK Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1775 York Ave,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1775 York Ave.,17,17,17,17,17,17,17,17,17,17,17,17,17,17
1775 York Avenue,17,17,17,17,17,17,17,17,17,17,17,17,17,17
178 Clinton Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178 Clinton Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
178 Meserole St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178 Suydam,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178 THOMPSON Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178 Thompson St,4,4,4,4,4,4,4,4,4,4,4,4,4,4
178 Thompson Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
178 W Houston,2,2,2,2,2,2,2,2,2,2,2,2,2,2
178 W Houston St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"178 W Houston St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
178 W Houston St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178 W Houston Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
178 W. Houston Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178 West Houston,3,3,3,3,3,3,3,3,3,3,3,3,3,3
178 West Houston Street,12,12,12,12,12,12,12,12,12,12,12,12,12,12
178 thompson street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178 west houston,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1787 FultonSt,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1789 BEDFORD AVENUE,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1789 Flatbush Ave,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179 16th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179 Ave B,2,2,2,2,2,2,2,2,2,2,2,2,2,2
179 E 3 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
179 E 3rd Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179 East 3rd Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
179 Essex St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179 Essex Street,4,4,4,4,4,4,4,4,4,4,4,4,4,4
179 Luquer St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179 Orchard,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1793 Amsterdam Avenue,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1793 E. 17th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1795 RIVERSIDE DR,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17A Kane Place,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17a Kane Place,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18 Cornelia St.,4,4,4,4,4,4,4,4,4,4,4,4,4,4
18 Cornelia Street,3,3,3,3,3,3,3,3,3,3,3,3,3,3
18 E 105 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18 Fayette Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18 Hull Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18 Meserole St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18 Morningside Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18 Sidney Pl,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18 Sidney Place,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18 W 37 Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18 West 37th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18 West 48th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18 West 90th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18 w 37,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18-10 Astoria Blvd,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18-16 Summerfield St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18-16 Summerfield Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18-17 Bleecker St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18-20 East 105th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18-22 Bleecker St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18-65 Madison St,2,2,2,2,2,2,2,2,2,2,2,2,2,2
18-66 Gates Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180  Meserole Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 Bainbridge Street,5,5,5,5,5,5,5,5,5,5,5,5,5,5
180 Borinquen Place,8,8,8,8,8,8,8,8,8,8,8,8,8,8
"180 E 39th St,",1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 E 71st St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 Franklin Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 Midwood Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 Montague St.,5,5,5,5,5,5,5,5,5,5,5,5,5,5
180 Montague Street,6,6,6,6,6,6,6,6,6,6,6,6,6,6
180 Nassau St. ,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 Nevins Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 RIVERSIDE BLVD,7,7,7,7,7,7,7,7,7,7,7,7,7,7
180 Riverside Blvd,7,7,7,7,7,7,7,7,7,7,7,7,7,7
180 Riverside Boulevard,19,19,19,19,19,19,19,19,19,19,19,19,19,19
180 Scholes St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 Scholes Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 South 4th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 W 20 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 W 20th St.,3,3,3,3,3,3,3,3,3,3,3,3,3,3
180 W. 20th St.,2,2,2,2,2,2,2,2,2,2,2,2,2,2
180 W. 20th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 West 20TH Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
180 West 20th Street,11,11,11,11,11,11,11,11,11,11,11,11,11,11
180 West Houston Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1801 Church Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1801 Ocean Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1803 Riverside Drive,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1804 Third Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1806 Caton Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1807 79th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1809 79th Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1809 Albemarle Road,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 12th street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 5th Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 E 119 St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 E 38th St.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 E 90th St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 E Houston St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 East 119,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 East 161 Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 East Houston,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 East Houston Street,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 Eckford Street,2,2,2,2,2,2,2,2,2,2,2,2,2,2
181 Greenpoint Avenue,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181 Prospect Park West,2,2,2,2,2,2,2,2,2,2,2,2,2,2
181 Prospect Park West St,1,1,1,1,1,1,1,1,1,1,1,1,1,1
181-A Prospect Park West,2,2,2,2,2,2,2,2,2,2,2,2,2,2
1812  2nd Ave.,1,1,1,1,1,1,1,1,1,1,1,1,1,1
