longitude,bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,manager_id,photos,price,street_address,interest_level
-73.9895,83,83,83,83,83,83,83,83,83,83,83,83,83,83
-73.9894,56,56,56,56,56,56,56,56,56,56,56,56,56,56
-73.9893,64,64,64,64,64,64,64,64,64,64,64,64,64,64
-73.9892,93,93,93,93,93,93,93,93,93,93,93,93,93,93
-73.9891,65,65,65,65,65,65,65,65,65,65,65,65,65,65
-73.989,45,45,45,45,45,45,45,45,45,45,45,45,45,45
-73.9889,58,58,58,58,58,58,58,58,58,58,58,58,58,58
-73.9888,40,40,40,40,40,40,40,40,40,40,40,40,40,40
-73.9887,112,112,112,112,112,112,112,112,112,112,112,112,112,112
-73.9886,158,158,158,158,158,158,158,158,158,158,158,158,158,158
-73.9885,132,132,132,132,132,132,132,132,132,132,132,132,132,132
-73.9884,47,47,47,47,47,47,47,47,47,47,47,47,47,47
-73.9883,82,82,82,82,82,82,82,82,82,82,82,82,82,82
-73.9882,39,39,39,39,39,39,39,39,39,39,39,39,39,39
-73.9881,49,49,49,49,49,49,49,49,49,49,49,49,49,49
-73.988,54,54,54,54,54,54,54,54,54,54,54,54,54,54
-73.9879,37,37,37,37,37,37,37,37,37,37,37,37,37,37
-73.9878,42,42,42,42,42,42,42,42,42,42,42,42,42,42
-73.9877,63,63,63,63,63,63,63,63,63,63,63,63,63,63
-73.9876,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9875,268,268,268,268,268,268,268,268,268,268,268,268,268,268
-73.9874,101,101,101,101,101,101,101,101,101,101,101,101,101,101
-73.9873,40,40,40,40,40,40,40,40,40,40,40,40,40,40
-73.9872,38,38,38,38,38,38,38,38,38,38,38,38,38,38
-73.9871,63,63,63,63,63,63,63,63,63,63,63,63,63,63
-73.987,115,115,115,115,115,115,115,115,115,115,115,115,115,115
-73.9869,21,21,21,21,21,21,21,21,21,21,21,21,21,21
-73.9868,61,61,61,61,61,61,61,61,61,61,61,61,61,61
-73.9867,70,70,70,70,70,70,70,70,70,70,70,70,70,70
-73.9866,62,62,62,62,62,62,62,62,62,62,62,62,62,62
-73.9865,184,184,184,184,184,184,184,184,184,184,184,184,184,184
-73.9864,266,266,266,266,266,266,266,266,266,266,266,266,266,266
-73.9863,155,155,155,155,155,155,155,155,155,155,155,155,155,155
-73.9862,81,81,81,81,81,81,81,81,81,81,81,81,81,81
-73.9861,98,98,98,98,98,98,98,98,98,98,98,98,98,98
-73.986,155,155,155,155,155,155,155,155,155,155,155,155,155,155
-73.9859,68,68,68,68,68,68,68,68,68,68,68,68,68,68
-73.9858,26,26,26,26,26,26,26,26,26,26,26,26,26,26
-73.9857,147,147,147,147,147,147,147,147,147,147,147,147,147,147
-73.9856,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9855,33,33,33,33,33,33,33,33,33,33,33,33,33,33
-73.9854,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9853,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-73.9852,23,23,23,23,23,23,23,23,23,23,23,23,23,23
-73.9851,133,133,133,133,133,133,133,133,133,133,133,133,133,133
-73.985,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9849,128,128,128,128,128,128,128,128,128,128,128,128,128,128
-73.9848,107,107,107,107,107,107,107,107,107,107,107,107,107,107
-73.9847,120,120,120,120,120,120,120,120,120,120,120,120,120,120
-73.9846,172,172,172,172,172,172,172,172,172,172,172,172,172,172
-73.9845,62,62,62,62,62,62,62,62,62,62,62,62,62,62
-73.9844,40,40,40,40,40,40,40,40,40,40,40,40,40,40
-73.9843,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9842,18,18,18,18,18,18,18,18,18,18,18,18,18,18
-73.9841,41,41,41,41,41,41,41,41,41,41,41,41,41,41
-73.984,198,198,198,198,198,198,198,198,198,198,198,198,198,198
-73.9839,226,226,226,226,226,226,226,226,226,226,226,226,226,226
-73.9838,247,247,247,247,247,247,247,247,247,247,247,247,247,247
-73.9837,137,137,137,137,137,137,137,137,137,137,137,137,137,137
-73.9836,104,104,104,104,104,104,104,104,104,104,104,104,104,104
-73.9835,34,34,34,34,34,34,34,34,34,34,34,34,34,34
-73.9834,62,62,62,62,62,62,62,62,62,62,62,62,62,62
-73.9833,61,61,61,61,61,61,61,61,61,61,61,61,61,61
-73.9832,137,137,137,137,137,137,137,137,137,137,137,137,137,137
-73.9831,119,119,119,119,119,119,119,119,119,119,119,119,119,119
-73.983,86,86,86,86,86,86,86,86,86,86,86,86,86,86
-73.9829,119,119,119,119,119,119,119,119,119,119,119,119,119,119
-73.9828,85,85,85,85,85,85,85,85,85,85,85,85,85,85
-73.9827,93,93,93,93,93,93,93,93,93,93,93,93,93,93
-73.9826,186,186,186,186,186,186,186,186,186,186,186,186,186,186
-73.9825,67,67,67,67,67,67,67,67,67,67,67,67,67,67
-73.9824,121,121,121,121,121,121,121,121,121,121,121,121,121,121
-73.9823,69,69,69,69,69,69,69,69,69,69,69,69,69,69
-73.9822,170,170,170,170,170,170,170,170,170,170,170,170,170,170
-73.9821,65,65,65,65,65,65,65,65,65,65,65,65,65,65
-73.982,32,32,32,32,32,32,32,32,32,32,32,32,32,32
-73.9819,108,108,108,108,108,108,108,108,108,108,108,108,108,108
-73.9818,128,128,128,128,128,128,128,128,128,128,128,128,128,128
-73.9817,117,117,117,117,117,117,117,117,117,117,117,117,117,117
-73.9816,113,113,113,113,113,113,113,113,113,113,113,113,113,113
-73.9815,87,87,87,87,87,87,87,87,87,87,87,87,87,87
-73.9814,72,72,72,72,72,72,72,72,72,72,72,72,72,72
-73.9813,58,58,58,58,58,58,58,58,58,58,58,58,58,58
-73.9812,104,104,104,104,104,104,104,104,104,104,104,104,104,104
-73.9811,60,60,60,60,60,60,60,60,60,60,60,60,60,60
-73.981,108,108,108,108,108,108,108,108,108,108,108,108,108,108
-73.9809,186,186,186,186,186,186,186,186,186,186,186,186,186,186
-73.9808,114,114,114,114,114,114,114,114,114,114,114,114,114,114
-73.9807,63,63,63,63,63,63,63,63,63,63,63,63,63,63
-73.9806,90,90,90,90,90,90,90,90,90,90,90,90,90,90
-73.9805,133,133,133,133,133,133,133,133,133,133,133,133,133,133
-73.9804,50,50,50,50,50,50,50,50,50,50,50,50,50,50
-73.9803,146,146,146,146,146,146,146,146,146,146,146,146,146,146
-73.9802,61,61,61,61,61,61,61,61,61,61,61,61,61,61
-73.9801,60,60,60,60,60,60,60,60,60,60,60,60,60,60
-73.98,47,47,47,47,47,47,47,47,47,47,47,47,47,47
-73.9799,106,106,106,106,106,106,106,106,106,106,106,106,106,106
-73.9798,65,65,65,65,65,65,65,65,65,65,65,65,65,65
-73.9797,90,90,90,90,90,90,90,90,90,90,90,90,90,90
-73.9796,36,36,36,36,36,36,36,36,36,36,36,36,36,36
-73.9795,62,62,62,62,62,62,62,62,62,62,62,62,62,62
-73.9794,140,140,140,140,140,140,140,140,140,140,140,140,140,140
-73.9793,29,29,29,29,29,29,29,29,29,29,29,29,29,29
-73.9792,65,65,65,65,65,65,65,65,65,65,65,65,65,65
-73.9791,43,43,43,43,43,43,43,43,43,43,43,43,43,43
-73.979,108,108,108,108,108,108,108,108,108,108,108,108,108,108
-73.9789,207,207,207,207,207,207,207,207,207,207,207,207,207,207
-73.9788,60,60,60,60,60,60,60,60,60,60,60,60,60,60
-73.9787,47,47,47,47,47,47,47,47,47,47,47,47,47,47
-73.9786,52,52,52,52,52,52,52,52,52,52,52,52,52,52
-73.9785,138,138,138,138,138,138,138,138,138,138,138,138,138,138
-73.9784,90,90,90,90,90,90,90,90,90,90,90,90,90,90
-73.9783,31,31,31,31,31,31,31,31,31,31,31,31,31,31
-73.9782,101,101,101,101,101,101,101,101,101,101,101,101,101,101
-73.9781,133,133,133,133,133,133,133,133,133,133,133,133,133,133
-73.978,81,81,81,81,81,81,81,81,81,81,81,81,81,81
-73.9779,194,194,194,194,194,194,194,194,194,194,194,194,194,194
-73.9778,54,54,54,54,54,54,54,54,54,54,54,54,54,54
-73.9777,58,58,58,58,58,58,58,58,58,58,58,58,58,58
-73.9776,73,73,73,73,73,73,73,73,73,73,73,73,73,73
-73.9775,49,49,49,49,49,49,49,49,49,49,49,49,49,49
-73.9774,87,87,87,87,87,87,87,87,87,87,87,87,87,87
-73.9773,129,129,129,129,129,129,129,129,129,129,129,129,129,129
-73.9772,171,171,171,171,171,171,171,171,171,171,171,171,171,171
-73.97710000000001,72,72,72,72,72,72,72,72,72,72,72,72,72,72
-73.977,92,92,92,92,92,92,92,92,92,92,92,92,92,92
-73.9769,52,52,52,52,52,52,52,52,52,52,52,52,52,52
-73.9768,21,21,21,21,21,21,21,21,21,21,21,21,21,21
-73.9767,31,31,31,31,31,31,31,31,31,31,31,31,31,31
-73.9766,22,22,22,22,22,22,22,22,22,22,22,22,22,22
-73.9765,133,133,133,133,133,133,133,133,133,133,133,133,133,133
-73.9764,45,45,45,45,45,45,45,45,45,45,45,45,45,45
-73.9763,58,58,58,58,58,58,58,58,58,58,58,58,58,58
-73.9762,35,35,35,35,35,35,35,35,35,35,35,35,35,35
-73.9761,76,76,76,76,76,76,76,76,76,76,76,76,76,76
-73.976,148,148,148,148,148,148,148,148,148,148,148,148,148,148
-73.9759,62,62,62,62,62,62,62,62,62,62,62,62,62,62
-73.9758,54,54,54,54,54,54,54,54,54,54,54,54,54,54
-73.9757,196,196,196,196,196,196,196,196,196,196,196,196,196,196
-73.9756,72,72,72,72,72,72,72,72,72,72,72,72,72,72
-73.9755,37,37,37,37,37,37,37,37,37,37,37,37,37,37
-73.9754,94,94,94,94,94,94,94,94,94,94,94,94,94,94
-73.9753,36,36,36,36,36,36,36,36,36,36,36,36,36,36
-73.9752,22,22,22,22,22,22,22,22,22,22,22,22,22,22
-73.9751,50,50,50,50,50,50,50,50,50,50,50,50,50,50
-73.975,39,39,39,39,39,39,39,39,39,39,39,39,39,39
-73.9749,52,52,52,52,52,52,52,52,52,52,52,52,52,52
-73.9748,75,75,75,75,75,75,75,75,75,75,75,75,75,75
-73.9747,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9746,73,73,73,73,73,73,73,73,73,73,73,73,73,73
-73.9745,38,38,38,38,38,38,38,38,38,38,38,38,38,38
-73.9744,48,48,48,48,48,48,48,48,48,48,48,48,48,48
-73.9743,153,153,153,153,153,153,153,153,153,153,153,153,153,153
-73.9742,164,164,164,164,164,164,164,164,164,164,164,164,164,164
-73.9741,140,140,140,140,140,140,140,140,140,140,140,140,140,140
-73.974,169,169,169,169,169,169,169,169,169,169,169,169,169,169
-73.9739,108,108,108,108,108,108,108,108,108,108,108,108,108,108
-73.9738,55,55,55,55,55,55,55,55,55,55,55,55,55,55
-73.9737,54,54,54,54,54,54,54,54,54,54,54,54,54,54
-73.9736,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.9735,55,55,55,55,55,55,55,55,55,55,55,55,55,55
-73.9734,74,74,74,74,74,74,74,74,74,74,74,74,74,74
-73.9733,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.9732,63,63,63,63,63,63,63,63,63,63,63,63,63,63
-73.9731,48,48,48,48,48,48,48,48,48,48,48,48,48,48
-73.973,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.9729,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9728,27,27,27,27,27,27,27,27,27,27,27,27,27,27
-73.9727,215,215,215,215,215,215,215,215,215,215,215,215,215,215
-73.9726,39,39,39,39,39,39,39,39,39,39,39,39,39,39
-73.9725,51,51,51,51,51,51,51,51,51,51,51,51,51,51
-73.9724,27,27,27,27,27,27,27,27,27,27,27,27,27,27
-73.9723,27,27,27,27,27,27,27,27,27,27,27,27,27,27
-73.9722,48,48,48,48,48,48,48,48,48,48,48,48,48,48
-73.9721,58,58,58,58,58,58,58,58,58,58,58,58,58,58
-73.972,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-73.9719,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9718,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9717,33,33,33,33,33,33,33,33,33,33,33,33,33,33
-73.9716,9,9,9,9,9,9,9,9,9,9,9,9,9,9
-73.9715,31,31,31,31,31,31,31,31,31,31,31,31,31,31
-73.9714,4,4,4,4,4,4,4,4,4,4,4,4,4,4
-73.9713,21,21,21,21,21,21,21,21,21,21,21,21,21,21
-73.9712,72,72,72,72,72,72,72,72,72,72,72,72,72,72
-73.9711,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.971,43,43,43,43,43,43,43,43,43,43,43,43,43,43
-73.9709,55,55,55,55,55,55,55,55,55,55,55,55,55,55
-73.9708,35,35,35,35,35,35,35,35,35,35,35,35,35,35
-73.9707,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9706,29,29,29,29,29,29,29,29,29,29,29,29,29,29
-73.9705,127,127,127,127,127,127,127,127,127,127,127,127,127,127
-73.9704,35,35,35,35,35,35,35,35,35,35,35,35,35,35
-73.9703,68,68,68,68,68,68,68,68,68,68,68,68,68,68
-73.9702,38,38,38,38,38,38,38,38,38,38,38,38,38,38
-73.9701,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.97,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9699,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9698,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9697,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.9696,31,31,31,31,31,31,31,31,31,31,31,31,31,31
-73.9695,175,175,175,175,175,175,175,175,175,175,175,175,175,175
-73.9694,25,25,25,25,25,25,25,25,25,25,25,25,25,25
-73.9693,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9692,18,18,18,18,18,18,18,18,18,18,18,18,18,18
-73.9691,26,26,26,26,26,26,26,26,26,26,26,26,26,26
-73.969,147,147,147,147,147,147,147,147,147,147,147,147,147,147
-73.9689,110,110,110,110,110,110,110,110,110,110,110,110,110,110
-73.9688,38,38,38,38,38,38,38,38,38,38,38,38,38,38
-73.9687,44,44,44,44,44,44,44,44,44,44,44,44,44,44
-73.9686,58,58,58,58,58,58,58,58,58,58,58,58,58,58
-73.9685,45,45,45,45,45,45,45,45,45,45,45,45,45,45
-73.9684,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9683,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9682,22,22,22,22,22,22,22,22,22,22,22,22,22,22
-73.9681,27,27,27,27,27,27,27,27,27,27,27,27,27,27
-73.968,78,78,78,78,78,78,78,78,78,78,78,78,78,78
-73.9679,17,17,17,17,17,17,17,17,17,17,17,17,17,17
-73.9678,107,107,107,107,107,107,107,107,107,107,107,107,107,107
-73.9677,189,189,189,189,189,189,189,189,189,189,189,189,189,189
-73.9676,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9675,94,94,94,94,94,94,94,94,94,94,94,94,94,94
-73.9674,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-73.9673,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9672,18,18,18,18,18,18,18,18,18,18,18,18,18,18
-73.9671,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.967,44,44,44,44,44,44,44,44,44,44,44,44,44,44
-73.9669,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9668,126,126,126,126,126,126,126,126,126,126,126,126,126,126
-73.9667,70,70,70,70,70,70,70,70,70,70,70,70,70,70
-73.9666,76,76,76,76,76,76,76,76,76,76,76,76,76,76
-73.9665,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.9664,48,48,48,48,48,48,48,48,48,48,48,48,48,48
-73.9663,76,76,76,76,76,76,76,76,76,76,76,76,76,76
-73.9662,43,43,43,43,43,43,43,43,43,43,43,43,43,43
-73.9661,38,38,38,38,38,38,38,38,38,38,38,38,38,38
-73.966,75,75,75,75,75,75,75,75,75,75,75,75,75,75
-73.9659,75,75,75,75,75,75,75,75,75,75,75,75,75,75
-73.9658,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-73.9657,37,37,37,37,37,37,37,37,37,37,37,37,37,37
-73.9656,28,28,28,28,28,28,28,28,28,28,28,28,28,28
-73.9655,47,47,47,47,47,47,47,47,47,47,47,47,47,47
-73.9654,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9653,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9652,15,15,15,15,15,15,15,15,15,15,15,15,15,15
-73.9651,43,43,43,43,43,43,43,43,43,43,43,43,43,43
-73.965,36,36,36,36,36,36,36,36,36,36,36,36,36,36
-73.9649,55,55,55,55,55,55,55,55,55,55,55,55,55,55
-73.9648,105,105,105,105,105,105,105,105,105,105,105,105,105,105
-73.9647,83,83,83,83,83,83,83,83,83,83,83,83,83,83
-73.9646,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9645,11,11,11,11,11,11,11,11,11,11,11,11,11,11
-73.9644,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9643,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9642,32,32,32,32,32,32,32,32,32,32,32,32,32,32
-73.9641,21,21,21,21,21,21,21,21,21,21,21,21,21,21
-73.964,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.9639,56,56,56,56,56,56,56,56,56,56,56,56,56,56
-73.9638,114,114,114,114,114,114,114,114,114,114,114,114,114,114
-73.9637,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-73.9636,84,84,84,84,84,84,84,84,84,84,84,84,84,84
-73.9635,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.96340000000001,36,36,36,36,36,36,36,36,36,36,36,36,36,36
-73.9633,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9632,62,62,62,62,62,62,62,62,62,62,62,62,62,62
-73.9631,65,65,65,65,65,65,65,65,65,65,65,65,65,65
-73.963,23,23,23,23,23,23,23,23,23,23,23,23,23,23
-73.9629,29,29,29,29,29,29,29,29,29,29,29,29,29,29
-73.9628,69,69,69,69,69,69,69,69,69,69,69,69,69,69
-73.9627,52,52,52,52,52,52,52,52,52,52,52,52,52,52
-73.9626,83,83,83,83,83,83,83,83,83,83,83,83,83,83
-73.9625,106,106,106,106,106,106,106,106,106,106,106,106,106,106
-73.9624,48,48,48,48,48,48,48,48,48,48,48,48,48,48
-73.9623,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9622,42,42,42,42,42,42,42,42,42,42,42,42,42,42
-73.9621,50,50,50,50,50,50,50,50,50,50,50,50,50,50
-73.962,34,34,34,34,34,34,34,34,34,34,34,34,34,34
-73.9619,32,32,32,32,32,32,32,32,32,32,32,32,32,32
-73.9618,71,71,71,71,71,71,71,71,71,71,71,71,71,71
-73.9617,116,116,116,116,116,116,116,116,116,116,116,116,116,116
-73.9616,53,53,53,53,53,53,53,53,53,53,53,53,53,53
-73.9615,25,25,25,25,25,25,25,25,25,25,25,25,25,25
-73.9614,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9613,16,16,16,16,16,16,16,16,16,16,16,16,16,16
-73.9612,6,6,6,6,6,6,6,6,6,6,6,6,6,6
-73.9611,38,38,38,38,38,38,38,38,38,38,38,38,38,38
-73.961,58,58,58,58,58,58,58,58,58,58,58,58,58,58
-73.9609,72,72,72,72,72,72,72,72,72,72,72,72,72,72
-73.9608,64,64,64,64,64,64,64,64,64,64,64,64,64,64
-73.9607,68,68,68,68,68,68,68,68,68,68,68,68,68,68
-73.9606,44,44,44,44,44,44,44,44,44,44,44,44,44,44
-73.9605,12,12,12,12,12,12,12,12,12,12,12,12,12,12
-73.9604,31,31,31,31,31,31,31,31,31,31,31,31,31,31
-73.9603,135,135,135,135,135,135,135,135,135,135,135,135,135,135
-73.9602,13,13,13,13,13,13,13,13,13,13,13,13,13,13
-73.9601,51,51,51,51,51,51,51,51,51,51,51,51,51,51
-73.96,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9599,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-73.9598,63,63,63,63,63,63,63,63,63,63,63,63,63,63
-73.9597,45,45,45,45,45,45,45,45,45,45,45,45,45,45
-73.9596,56,56,56,56,56,56,56,56,56,56,56,56,56,56
-73.9595,28,28,28,28,28,28,28,28,28,28,28,28,28,28
-73.9594,45,45,45,45,45,45,45,45,45,45,45,45,45,45
-73.9593,30,30,30,30,30,30,30,30,30,30,30,30,30,30
-73.9592,67,67,67,67,67,67,67,67,67,67,67,67,67,67
-73.9591,61,61,61,61,61,61,61,61,61,61,61,61,61,61
-73.959,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.9589,3,3,3,3,3,3,3,3,3,3,3,3,3,3
-73.9588,7,7,7,7,7,7,7,7,7,7,7,7,7,7
-73.9587,20,20,20,20,20,20,20,20,20,20,20,20,20,20
-73.9586,38,38,38,38,38,38,38,38,38,38,38,38,38,38
-73.9585,81,81,81,81,81,81,81,81,81,81,81,81,81,81
-73.9584,5,5,5,5,5,5,5,5,5,5,5,5,5,5
-73.9583,14,14,14,14,14,14,14,14,14,14,14,14,14,14
-73.9582,10,10,10,10,10,10,10,10,10,10,10,10,10,10
-73.9581,65,65,65,65,65,65,65,65,65,65,65,65,65,65
-73.958,37,37,37,37,37,37,37,37,37,37,37,37,37,37
-73.9579,31,31,31,31,31,31,31,31,31,31,31,31,31,31
-73.9578,192,192,192,192,192,192,192,192,192,192,192,192,192,192
-73.9577,33,33,33,33,33,33,33,33,33,33,33,33,33,33
-73.9576,55,55,55,55,55,55,55,55,55,55,55,55,55,55
-73.9575,21,21,21,21,21,21,21,21,21,21,21,21,21,21
-73.9574,53,53,53,53,53,53,53,53,53,53,53,53,53,53
-73.9573,26,26,26,26,26,26,26,26,26,26,26,26,26,26
-73.9572,88,88,88,88,88,88,88,88,88,88,88,88,88,88
-73.9571,70,70,70,70,70,70,70,70,70,70,70,70,70,70
-73.957,57,57,57,57,57,57,57,57,57,57,57,57,57,57
-73.9569,63,63,63,63,63,63,63,63,63,63,63,63,63,63
-73.9568,50,50,50,50,50,50,50,50,50,50,50,50,50,50
-73.9567,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9566,140,140,140,140,140,140,140,140,140,140,140,140,140,140
-73.9565,55,55,55,55,55,55,55,55,55,55,55,55,55,55
-73.9564,146,146,146,146,146,146,146,146,146,146,146,146,146,146
-73.9563,86,86,86,86,86,86,86,86,86,86,86,86,86,86
-73.9562,27,27,27,27,27,27,27,27,27,27,27,27,27,27
-73.9561,40,40,40,40,40,40,40,40,40,40,40,40,40,40
-73.956,56,56,56,56,56,56,56,56,56,56,56,56,56,56
-73.9559,71,71,71,71,71,71,71,71,71,71,71,71,71,71
-73.9558,45,45,45,45,45,45,45,45,45,45,45,45,45,45
-73.9557,24,24,24,24,24,24,24,24,24,24,24,24,24,24
-73.9556,96,96,96,96,96,96,96,96,96,96,96,96,96,96
-73.9555,35,35,35,35,35,35,35,35,35,35,35,35,35,35
-73.9554,60,60,60,60,60,60,60,60,60,60,60,60,60,60
-73.9553,28,28,28,28,28,28,28,28,28,28,28,28,28,28
-73.9552,40,40,40,40,40,40,40,40,40,40,40,40,40,40
-73.9551,54,54,54,54,54,54,54,54,54,54,54,54,54,54
-73.955,81,81,81,81,81,81,81,81,81,81,81,81,81,81
-73.9549,41,41,41,41,41,41,41,41,41,41,41,41,41,41
-73.9548,99,99,99,99,99,99,99,99,99,99,99,99,99,99
-73.9547,82,82,82,82,82,82,82,82,82,82,82,82,82,82
-73.9546,50,50,50,50,50,50,50,50,50,50,50,50,50,50
-73.9545,76,76,76,76,76,76,76,76,76,76,76,76,76,76
-73.9544,106,106,106,106,106,106,106,106,106,106,106,106,106,106
-73.9543,42,42,42,42,42,42,42,42,42,42,42,42,42,42
-73.9542,40,40,40,40,40,40,40,40,40,40,40,40,40,40
-73.9541,39,39,39,39,39,39,39,39,39,39,39,39,39,39
-73.954,62,62,62,62,62,62,62,62,62,62,62,62,62,62
-73.9539,77,77,77,77,77,77,77,77,77,77,77,77,77,77
-73.9538,50,50,50,50,50,50,50,50,50,50,50,50,50,50
-73.9537,23,23,23,23,23,23,23,23,23,23,23,23,23,23
-73.9536,81,81,81,81,81,81,81,81,81,81,81,81,81,81
-73.9535,89,89,89,89,89,89,89,89,89,89,89,89,89,89
-73.9534,60,60,60,60,60,60,60,60,60,60,60,60,60,60
-73.9533,75,75,75,75,75,75,75,75,75,75,75,75,75,75
-73.9532,109,109,109,109,109,109,109,109,109,109,109,109,109,109
-73.9531,132,132,132,132,132,132,132,132,132,132,132,132,132,132
-73.953,88,88,88,88,88,88,88,88,88,88,88,88,88,88
-73.9529,134,134,134,134,134,134,134,134,134,134,134,134,134,134
-73.9528,178,178,178,178,178,178,178,178,178,178,178,178,178,178
-73.9527,62,62,62,62,62,62,62,62,62,62,62,62,62,62
-73.9526,48,48,48,48,48,48,48,48,48,48,48,48,48,48
-73.9525,83,83,83,83,83,83,83,83,83,83,83,83,83,83
-73.9524,34,34,34,34,34,34,34,34,34,34,34,34,34,34
-73.9523,123,123,123,123,123,123,123,123,123,123,123,123,123,123
-73.9522,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9521,38,38,38,38,38,38,38,38,38,38,38,38,38,38
-73.952,87,87,87,87,87,87,87,87,87,87,87,87,87,87
-73.9519,55,55,55,55,55,55,55,55,55,55,55,55,55,55
-73.9518,90,90,90,90,90,90,90,90,90,90,90,90,90,90
-73.9517,115,115,115,115,115,115,115,115,115,115,115,115,115,115
-73.9516,46,46,46,46,46,46,46,46,46,46,46,46,46,46
-73.9515,113,113,113,113,113,113,113,113,113,113,113,113,113,113
-73.9514,67,67,67,67,67,67,67,67,67,67,67,67,67,67
-73.9513,59,59,59,59,59,59,59,59,59,59,59,59,59,59
-73.9512,124,124,124,124,124,124,124,124,124,124,124,124,124,124
-73.9511,68,68,68,68,68,68,68,68,68,68,68,68,68,68
-73.951,115,115,115,115,115,115,115,115,115,115,115,115,115,115
-73.9509,130,130,130,130,130,130,130,130,130,130,130,130,130,130
-73.9508,106,106,106,106,106,106,106,106,106,106,106,106,106,106
-73.9507,88,88,88,88,88,88,88,88,88,88,88,88,88,88
-73.9506,160,160,160,160,160,160,160,160,160,160,160,160,160,160
-73.9505,85,85,85,85,85,85,85,85,85,85,85,85,85,85
-73.9504,128,128,128,128,128,128,128,128,128,128,128,128,128,128
-73.9503,89,89,89,89,89,89,89,89,89,89,89,89,89,89
-73.9502,66,66,66,66,66,66,66,66,66,66,66,66,66,66
-73.9501,51,51,51,51,51,51,51,51,51,51,51,51,51,51
-73.95,33,33,33,33,33,33,33,33,33,33,33,33,33,33
-73.9499,21,21,21,21,21,21,21,21,21,21,21,21,21,21
-73.9498,91,91,91,91,91,91,91,91,91,91,91,91,91,91
-73.9497,135,135,135,135,135,135,135,135,135,135,135,135,135,135
-73.9496,69,69,69,69,69,69,69,69,69,69,69,69,69,69
-73.9495,65,65,65,65,65,65,65,65,65,65,65,65,65,65
-73.9494,50,50,50,50,50,50,50,50,50,50,50,50,50,50
-73.9493,53,53,53,53,53,53,53,53,53,53,53,53,53,53
-73.9492,53,53,53,53,53,53,53,53,53,53,53,53,53,53
-73.9491,42,42,42,42,42,42,42,42,42,42,42,42,42,42
-73.949,83,83,83,83,83,83,83,83,83,83,83,83,83,83
-73.9489,52,52,52,52,52,52,52,52,52,52,52,52,52,52
-73.9488,90,90,90,90,90,90,90,90,90,90,90,90,90,90
-73.9487,100,100,100,100,100,100,100,100,100,100,100,100,100,100
-73.9486,125,125,125,125,125,125,125,125,125,125,125,125,125,125
-73.9485,93,93,93,93,93,93,93,93,93,93,93,93,93,93
