price,bathrooms,bedrooms,building_id,created,description,display_address,features,latitude,listing_id,longitude,manager_id,photos,street_address,interest_level
2543,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2544,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2545,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2547,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2548,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2549,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2550,368,368,368,368,368,368,368,368,368,368,368,368,368,368
2553,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2555,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2556,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2560,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2561,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2562,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2563,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2565,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2566,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2567,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2568,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2570,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2571,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2575,95,95,95,95,95,95,95,95,95,95,95,95,95,95
2579,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2580,16,16,16,16,16,16,16,16,16,16,16,16,16,16
2584,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2585,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2586,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2587,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2588,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2589,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2590,34,34,34,34,34,34,34,34,34,34,34,34,34,34
2591,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2594,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2595,307,307,307,307,307,307,307,307,307,307,307,307,307,307
2597,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2598,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2599,53,53,53,53,53,53,53,53,53,53,53,53,53,53
2600,707,707,707,707,707,707,707,707,707,707,707,707,707,707
2605,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2608,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2610,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2611,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2612,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2613,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2615,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2616,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2618,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2619,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2620,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2623,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2624,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2625,117,117,117,117,117,117,117,117,117,117,117,117,117,117
2628,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2629,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2630,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2631,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2632,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2635,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2638,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2640,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2645,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2646,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2648,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2649,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2650,480,480,480,480,480,480,480,480,480,480,480,480,480,480
2651,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2652,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2653,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2654,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2655,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2658,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2659,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2660,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2665,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2666,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2667,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2668,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2670,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2672,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2673,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2674,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2675,101,101,101,101,101,101,101,101,101,101,101,101,101,101
2676,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2677,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2678,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2679,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2680,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2681,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2682,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2685,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2688,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2689,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2690,56,56,56,56,56,56,56,56,56,56,56,56,56,56
2691,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2695,290,290,290,290,290,290,290,290,290,290,290,290,290,290
2696,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2697,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2698,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2699,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2700,777,777,777,777,777,777,777,777,777,777,777,777,777,777
2701,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2702,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2703,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2704,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2705,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2708,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2709,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2710,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2711,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2713,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2714,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2715,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2717,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2720,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2721,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2722,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2723,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2724,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2725,83,83,83,83,83,83,83,83,83,83,83,83,83,83
2726,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2727,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2728,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2729,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2730,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2732,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2735,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2736,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2740,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2743,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2745,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2748,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2749,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2750,506,506,506,506,506,506,506,506,506,506,506,506,506,506
2751,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2755,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2757,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2758,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2759,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2760,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2761,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2762,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2763,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2764,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2765,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2767,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2769,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2770,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2773,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2774,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2775,105,105,105,105,105,105,105,105,105,105,105,105,105,105
2776,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2780,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2782,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2785,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2789,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2790,36,36,36,36,36,36,36,36,36,36,36,36,36,36
2795,239,239,239,239,239,239,239,239,239,239,239,239,239,239
2797,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2798,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2799,24,24,24,24,24,24,24,24,24,24,24,24,24,24
2800,669,669,669,669,669,669,669,669,669,669,669,669,669,669
2801,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2802,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2805,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2806,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2810,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2813,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2814,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2815,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2819,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2820,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2821,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2825,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2827,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2829,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2830,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2835,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2837,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2838,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2840,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2841,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2842,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2845,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2846,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2848,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2849,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2850,445,445,445,445,445,445,445,445,445,445,445,445,445,445
2851,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2852,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2853,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2854,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2855,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2856,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2857,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2859,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2860,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2861,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2865,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2870,19,19,19,19,19,19,19,19,19,19,19,19,19,19
2871,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2875,91,91,91,91,91,91,91,91,91,91,91,91,91,91
2877,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2879,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2880,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2884,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2885,11,11,11,11,11,11,11,11,11,11,11,11,11,11
2887,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2888,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2889,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2890,40,40,40,40,40,40,40,40,40,40,40,40,40,40
2891,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2893,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2894,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2895,324,324,324,324,324,324,324,324,324,324,324,324,324,324
2899,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2900,561,561,561,561,561,561,561,561,561,561,561,561,561,561
2903,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2905,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2907,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2908,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2910,17,17,17,17,17,17,17,17,17,17,17,17,17,17
2911,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2913,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2915,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2917,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2918,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2920,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2923,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2925,59,59,59,59,59,59,59,59,59,59,59,59,59,59
2928,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2929,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2930,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2931,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2932,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2933,9,9,9,9,9,9,9,9,9,9,9,9,9,9
2934,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2935,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2936,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2939,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2940,10,10,10,10,10,10,10,10,10,10,10,10,10,10
2943,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2945,14,14,14,14,14,14,14,14,14,14,14,14,14,14
2947,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2949,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2950,405,405,405,405,405,405,405,405,405,405,405,405,405,405
2954,8,8,8,8,8,8,8,8,8,8,8,8,8,8
2955,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2957,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2958,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2959,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2960,23,23,23,23,23,23,23,23,23,23,23,23,23,23
2961,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2962,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2963,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2965,13,13,13,13,13,13,13,13,13,13,13,13,13,13
2967,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2968,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2969,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2970,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2975,99,99,99,99,99,99,99,99,99,99,99,99,99,99
2977,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2978,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2979,7,7,7,7,7,7,7,7,7,7,7,7,7,7
2980,20,20,20,20,20,20,20,20,20,20,20,20,20,20
2982,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2983,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2984,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2985,12,12,12,12,12,12,12,12,12,12,12,12,12,12
2987,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2988,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2989,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2990,52,52,52,52,52,52,52,52,52,52,52,52,52,52
2991,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2992,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2993,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2995,448,448,448,448,448,448,448,448,448,448,448,448,448,448
2996,2,2,2,2,2,2,2,2,2,2,2,2,2,2
2997,6,6,6,6,6,6,6,6,6,6,6,6,6,6
2998,5,5,5,5,5,5,5,5,5,5,5,5,5,5
2999,42,42,42,42,42,42,42,42,42,42,42,42,42,42
3000,840,840,840,840,840,840,840,840,840,840,840,840,840,840
3001,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3002,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3003,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3004,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3005,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3006,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3007,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3008,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3010,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3011,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3013,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3015,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3016,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3017,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3018,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3020,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3021,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3022,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3023,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3025,41,41,41,41,41,41,41,41,41,41,41,41,41,41
3028,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3030,13,13,13,13,13,13,13,13,13,13,13,13,13,13
3031,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3034,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3035,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3037,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3039,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3040,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3041,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3042,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3043,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3045,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3046,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3047,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3049,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3050,178,178,178,178,178,178,178,178,178,178,178,178,178,178
3053,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3055,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3058,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3059,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3060,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3064,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3065,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3067,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3068,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3069,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3070,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3071,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3072,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3075,37,37,37,37,37,37,37,37,37,37,37,37,37,37
3077,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3078,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3080,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3083,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3085,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3087,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3088,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3089,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3090,20,20,20,20,20,20,20,20,20,20,20,20,20,20
3091,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3092,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3095,171,171,171,171,171,171,171,171,171,171,171,171,171,171
3096,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3097,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3099,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3100,590,590,590,590,590,590,590,590,590,590,590,590,590,590
3103,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3104,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3105,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3106,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3107,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3108,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3110,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3112,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3114,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3115,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3116,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3117,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3119,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3120,10,10,10,10,10,10,10,10,10,10,10,10,10,10
3121,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3123,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3124,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3125,53,53,53,53,53,53,53,53,53,53,53,53,53,53
3126,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3127,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3129,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3130,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3133,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3134,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3135,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3138,13,13,13,13,13,13,13,13,13,13,13,13,13,13
3139,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3140,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3141,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3142,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3143,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3144,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3145,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3146,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3147,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3148,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3149,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3150,285,285,285,285,285,285,285,285,285,285,285,285,285,285
3155,7,7,7,7,7,7,7,7,7,7,7,7,7,7
3156,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3157,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3158,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3159,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3160,12,12,12,12,12,12,12,12,12,12,12,12,12,12
3161,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3162,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3163,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3164,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3165,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3166,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3167,9,9,9,9,9,9,9,9,9,9,9,9,9,9
3170,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3171,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3172,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3174,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3175,55,55,55,55,55,55,55,55,55,55,55,55,55,55
3176,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3178,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3179,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3180,11,11,11,11,11,11,11,11,11,11,11,11,11,11
3181,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3184,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3185,14,14,14,14,14,14,14,14,14,14,14,14,14,14
3186,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3187,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3188,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3189,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3190,35,35,35,35,35,35,35,35,35,35,35,35,35,35
3191,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3192,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3193,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3194,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3195,218,218,218,218,218,218,218,218,218,218,218,218,218,218
3196,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3197,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3198,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3199,27,27,27,27,27,27,27,27,27,27,27,27,27,27
3200,881,881,881,881,881,881,881,881,881,881,881,881,881,881
3201,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3202,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3204,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3205,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3206,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3208,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3210,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3211,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3212,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3214,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3215,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3216,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3217,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3220,5,5,5,5,5,5,5,5,5,5,5,5,5,5
3221,6,6,6,6,6,6,6,6,6,6,6,6,6,6
3222,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3223,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3225,33,33,33,33,33,33,33,33,33,33,33,33,33,33
3226,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3227,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3229,2,2,2,2,2,2,2,2,2,2,2,2,2,2
3230,24,24,24,24,24,24,24,24,24,24,24,24,24,24
3231,3,3,3,3,3,3,3,3,3,3,3,3,3,3
3235,4,4,4,4,4,4,4,4,4,4,4,4,4,4
3236,1,1,1,1,1,1,1,1,1,1,1,1,1,1
