latitude,bathrooms,bedrooms,building_id,created,description,display_address,features,listing_id,longitude,manager_id,photos,price,street_address,interest_level
40.6683,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6684,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6685,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6686,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6687,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6688,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.669200000000004,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6693,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6694,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6695,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6697,16,16,16,16,16,16,16,16,16,16,16,16,16,16
40.6699,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.67,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6701,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6702,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6704,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6705,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6706,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6708,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6709,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.671,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6711,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6712,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6713,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6714,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6715,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.6716,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6717,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6718,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6719,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.672,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6721,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6722,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6723,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6724,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6725,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6726,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6727,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6728,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6729,24,24,24,24,24,24,24,24,24,24,24,24,24,24
40.673,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6731,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6732,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6733,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6734,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6735,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6736,18,18,18,18,18,18,18,18,18,18,18,18,18,18
40.6737,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6738,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6739,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.674,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6741,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6742,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6743,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6744,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6745,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6746,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6748,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6749,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.675,19,19,19,19,19,19,19,19,19,19,19,19,19,19
40.6751,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6753,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6754,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6755,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6756,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6757,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6758,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6759,17,17,17,17,17,17,17,17,17,17,17,17,17,17
40.676,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6761,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6762,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6763,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6764,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.6765,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6766,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6767,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.6768,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6769,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.677,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6771,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6772,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6773,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6774,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.6775,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6776,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6777,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6778,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6779,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.678,21,21,21,21,21,21,21,21,21,21,21,21,21,21
40.6781,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6782,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6783,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6785,20,20,20,20,20,20,20,20,20,20,20,20,20,20
40.6786,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6787,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6788,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6789,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.679,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6791,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6792,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6793,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6794,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6795,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6796,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6797,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6798,16,16,16,16,16,16,16,16,16,16,16,16,16,16
40.6799,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.68,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6801,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6802,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6803,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6804,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6805,18,18,18,18,18,18,18,18,18,18,18,18,18,18
40.6806,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6807,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6808,14,14,14,14,14,14,14,14,14,14,14,14,14,14
40.6809,15,15,15,15,15,15,15,15,15,15,15,15,15,15
40.681,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6811,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.6812,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6813,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6814,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6815,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6816,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6817,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6818,17,17,17,17,17,17,17,17,17,17,17,17,17,17
40.6819,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6821,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6822,21,21,21,21,21,21,21,21,21,21,21,21,21,21
40.6823,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6824,18,18,18,18,18,18,18,18,18,18,18,18,18,18
40.6825,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6826,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6827,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6828,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.682900000000004,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.683,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6831,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6832,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6833,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6834,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6835,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6836,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6838,21,21,21,21,21,21,21,21,21,21,21,21,21,21
40.6839,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.684,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6841,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6842,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.6843,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6844,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6845,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6846,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6847,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6848,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6849,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.685,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6851,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6852,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6853,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6854,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6855,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6856,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6857,14,14,14,14,14,14,14,14,14,14,14,14,14,14
40.6858,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6859,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.686,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6861,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.6862,22,22,22,22,22,22,22,22,22,22,22,22,22,22
40.6863,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6864,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6865,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6866,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6867,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6869,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.687,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6871,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6872,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6873,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6874,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.6875,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6876,15,15,15,15,15,15,15,15,15,15,15,15,15,15
40.6877,30,30,30,30,30,30,30,30,30,30,30,30,30,30
40.6878,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6879,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.688,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6881,25,25,25,25,25,25,25,25,25,25,25,25,25,25
40.6882,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6883,21,21,21,21,21,21,21,21,21,21,21,21,21,21
40.6884,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6885,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6886,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6887,44,44,44,44,44,44,44,44,44,44,44,44,44,44
40.6888,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6889,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.689,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6891,14,14,14,14,14,14,14,14,14,14,14,14,14,14
40.6892,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6893,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.6894,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6895,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6896,15,15,15,15,15,15,15,15,15,15,15,15,15,15
40.6897,15,15,15,15,15,15,15,15,15,15,15,15,15,15
40.6898,18,18,18,18,18,18,18,18,18,18,18,18,18,18
40.6899,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.69,39,39,39,39,39,39,39,39,39,39,39,39,39,39
40.6901,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6902,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6903,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6904,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6905,37,37,37,37,37,37,37,37,37,37,37,37,37,37
40.6906,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6907,40,40,40,40,40,40,40,40,40,40,40,40,40,40
40.6908,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6909,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.691,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.6911,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6912,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6913,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.6914,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6915,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6916,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6917,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6918,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6919,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.692,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6921,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.6922,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6923,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6924,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6925,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6926,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6927,57,57,57,57,57,57,57,57,57,57,57,57,57,57
40.6928,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6929,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.693,17,17,17,17,17,17,17,17,17,17,17,17,17,17
40.6931,17,17,17,17,17,17,17,17,17,17,17,17,17,17
40.6932,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6933,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6934,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6935,15,15,15,15,15,15,15,15,15,15,15,15,15,15
40.6936,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.6937,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6938,23,23,23,23,23,23,23,23,23,23,23,23,23,23
40.6939,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.694,22,22,22,22,22,22,22,22,22,22,22,22,22,22
40.6941,24,24,24,24,24,24,24,24,24,24,24,24,24,24
40.6942,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6943,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6944,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6945,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.6946,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6947,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6948,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6949,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.695,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6951,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6952,25,25,25,25,25,25,25,25,25,25,25,25,25,25
40.6953,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6954,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6955,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6956,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6957,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.6958,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6959,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.696,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6961,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6962,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.6963,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.6964,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6965,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6966,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.6967,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6968,14,14,14,14,14,14,14,14,14,14,14,14,14,14
40.6969,65,65,65,65,65,65,65,65,65,65,65,65,65,65
40.697,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6971,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6972,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6974,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6975,18,18,18,18,18,18,18,18,18,18,18,18,18,18
40.6976,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.6977,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6978,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.6979,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.698,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6981,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6982,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6983,27,27,27,27,27,27,27,27,27,27,27,27,27,27
40.6984,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.6985,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6986,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.6987,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6988,24,24,24,24,24,24,24,24,24,24,24,24,24,24
40.6989,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.699,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6991,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6993,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.6994,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.6995,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6996,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.6997,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.6998,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.6999,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.7001,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.7002,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.7003,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.7004,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.7005,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.7006,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.7007,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.7008,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.7009,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.701,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.7011,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.7012,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.7013,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.7014,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.7015,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.7016,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.7017,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.7018,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.7019,2,2,2,2,2,2,2,2,2,2,2,2,2,2
40.702,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.7021,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.7022,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.7023,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.7024,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.7025,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.7026,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.7027,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.7028,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.7029,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.703,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.7031,20,20,20,20,20,20,20,20,20,20,20,20,20,20
40.7032,67,67,67,67,67,67,67,67,67,67,67,67,67,67
40.7033,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.7034,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.7035,68,68,68,68,68,68,68,68,68,68,68,68,68,68
40.7036,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.7037,18,18,18,18,18,18,18,18,18,18,18,18,18,18
40.7038,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40.7039,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.704,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.7041,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.7042,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.7043,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.7044,7,7,7,7,7,7,7,7,7,7,7,7,7,7
40.7045,87,87,87,87,87,87,87,87,87,87,87,87,87,87
40.7046,27,27,27,27,27,27,27,27,27,27,27,27,27,27
40.7047,125,125,125,125,125,125,125,125,125,125,125,125,125,125
40.7048,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.7049,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.705,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.7051,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.7052,24,24,24,24,24,24,24,24,24,24,24,24,24,24
40.7053,74,74,74,74,74,74,74,74,74,74,74,74,74,74
40.7054,73,73,73,73,73,73,73,73,73,73,73,73,73,73
40.7055,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.7056,160,160,160,160,160,160,160,160,160,160,160,160,160,160
40.7057,26,26,26,26,26,26,26,26,26,26,26,26,26,26
40.705799999999996,37,37,37,37,37,37,37,37,37,37,37,37,37,37
40.7059,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.706,73,73,73,73,73,73,73,73,73,73,73,73,73,73
40.7061,73,73,73,73,73,73,73,73,73,73,73,73,73,73
40.7062,104,104,104,104,104,104,104,104,104,104,104,104,104,104
40.7063,15,15,15,15,15,15,15,15,15,15,15,15,15,15
40.7064,85,85,85,85,85,85,85,85,85,85,85,85,85,85
40.7065,48,48,48,48,48,48,48,48,48,48,48,48,48,48
40.7066,31,31,31,31,31,31,31,31,31,31,31,31,31,31
40.7067,223,223,223,223,223,223,223,223,223,223,223,223,223,223
40.7068,21,21,21,21,21,21,21,21,21,21,21,21,21,21
40.7069,38,38,38,38,38,38,38,38,38,38,38,38,38,38
40.707,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.7071,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.7072,23,23,23,23,23,23,23,23,23,23,23,23,23,23
40.707300000000004,236,236,236,236,236,236,236,236,236,236,236,236,236,236
40.7074,244,244,244,244,244,244,244,244,244,244,244,244,244,244
40.7075,179,179,179,179,179,179,179,179,179,179,179,179,179,179
40.7076,18,18,18,18,18,18,18,18,18,18,18,18,18,18
40.7077,32,32,32,32,32,32,32,32,32,32,32,32,32,32
40.7078,29,29,29,29,29,29,29,29,29,29,29,29,29,29
40.7079,31,31,31,31,31,31,31,31,31,31,31,31,31,31
40.708,213,213,213,213,213,213,213,213,213,213,213,213,213,213
40.7081,170,170,170,170,170,170,170,170,170,170,170,170,170,170
40.7082,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.7083,47,47,47,47,47,47,47,47,47,47,47,47,47,47
40.7084,158,158,158,158,158,158,158,158,158,158,158,158,158,158
40.7085,36,36,36,36,36,36,36,36,36,36,36,36,36,36
40.7086,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.7087,64,64,64,64,64,64,64,64,64,64,64,64,64,64
40.7088,54,54,54,54,54,54,54,54,54,54,54,54,54,54
40.7089,9,9,9,9,9,9,9,9,9,9,9,9,9,9
40.709,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.7091,61,61,61,61,61,61,61,61,61,61,61,61,61,61
40.7092,24,24,24,24,24,24,24,24,24,24,24,24,24,24
40.7093,11,11,11,11,11,11,11,11,11,11,11,11,11,11
40.7094,20,20,20,20,20,20,20,20,20,20,20,20,20,20
40.7095,19,19,19,19,19,19,19,19,19,19,19,19,19,19
40.7096,23,23,23,23,23,23,23,23,23,23,23,23,23,23
40.7097,18,18,18,18,18,18,18,18,18,18,18,18,18,18
40.7098,30,30,30,30,30,30,30,30,30,30,30,30,30,30
40.7099,12,12,12,12,12,12,12,12,12,12,12,12,12,12
40.71,74,74,74,74,74,74,74,74,74,74,74,74,74,74
40.7101,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.7102,4,4,4,4,4,4,4,4,4,4,4,4,4,4
40.7103,10,10,10,10,10,10,10,10,10,10,10,10,10,10
40.7104,41,41,41,41,41,41,41,41,41,41,41,41,41,41
40.7105,19,19,19,19,19,19,19,19,19,19,19,19,19,19
40.7106,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.7107,8,8,8,8,8,8,8,8,8,8,8,8,8,8
40.7108,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.7109,25,25,25,25,25,25,25,25,25,25,25,25,25,25
40.711,20,20,20,20,20,20,20,20,20,20,20,20,20,20
40.7111,124,124,124,124,124,124,124,124,124,124,124,124,124,124
40.7112,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.7113,36,36,36,36,36,36,36,36,36,36,36,36,36,36
40.7114,25,25,25,25,25,25,25,25,25,25,25,25,25,25
40.7115,3,3,3,3,3,3,3,3,3,3,3,3,3,3
40.7116,6,6,6,6,6,6,6,6,6,6,6,6,6,6
40.7117,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.7118,14,14,14,14,14,14,14,14,14,14,14,14,14,14
40.7119,5,5,5,5,5,5,5,5,5,5,5,5,5,5
40.712,13,13,13,13,13,13,13,13,13,13,13,13,13,13
40.7121,61,61,61,61,61,61,61,61,61,61,61,61,61,61
